"1855Arizona89A","Sedona","AZ","86336","AUTO_UNIQUE_ID_2019-10-01_jennismarie_GFaddresses","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty"
"1855 Arizona 89A"," Sedona","AZ","86336",450,"USCGeocoder",62.8606,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","584626901.876792","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",34.8942696077228,-111.874294525021,"Relaxed;Soundex","","","","1855","","","ARIZONA","","","UNIT","89A","","","Sedona","AZ","86336","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",451,"USCGeocoder",93.6473,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"12 S Mikes Pike St"," Flagstaff","AZ","86001",452,"USCGeocoder",62.5247,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2302313320.55422","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",35.2894068826597,-111.637740931956,"Relaxed;Soundex","","","","12","","S","MIKES PIKE","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",453,"USCGeocoder",78.1254,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"6 E Route 66"," Flagstaff","AZ","86001",454,"USCGeocoder",93.7687,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1975636,-111.6488263,"Exact","","","RT","6","","E","66","","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"11 Beaver St #1"," Flagstaff","AZ","86001",455,"USCGeocoder",78.1327,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1964291,-111.6509703,"Relaxed","","","","11","","","BEAVER","ST","","UNIT","#1","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"16 N San Francisco St"," Flagstaff","AZ","86001",456,"USCGeocoder",93.664,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1977532,-111.6476986,"Exact","","","","16","","N","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"34 S San Francisco St"," Flagstaff","AZ","86001",457,"USCGeocoder",156.2712,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195685,-111.6486708,"Exact","","","","34","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"52 S San Francisco St"," Flagstaff","AZ","86001",458,"USCGeocoder",171.8749,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195475,-111.648768,"Exact","","","","52","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"110 S San Francisco St"," Flagstaff","AZ","86001",459,"USCGeocoder",171.871,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1950096,-111.648978,"Exact","","","","110","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"109 E Phoenix Ave"," Flagstaff","AZ","86001",460,"USCGeocoder",156.2661,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1960907,-111.6482012,"Exact","","","","109","","E","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"5 S San Francisco St"," Flagstaff","AZ","86001",461,"USCGeocoder",156.1952,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1965863,-111.6485004,"Exact","","","","5","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2308 Route 66 East"," Flagstaff","Arizona","86004",462,"USCGeocoder",187.1623,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","99.3491124260355","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2050154,-111.6144411,"Relaxed","","","RT","2308","","","66","","E","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"1020 South Milton Road"," Suite 102","Flagstaff","",463,"USCGeocoder",15.7575,1,"4.1","","","","Unmatchable","Unmatchable","LOCATION_TYPE_UNKNOWN","Unknown","NotAttempted","-1","NotAttempted","Unknown","0","FeatureClassBased","ReturnAll","","Unmatchable","","","0",0,0,"","","","","1020","","S","MILTON","RD","","","","","","Suite 102","","","","","","","","","","","","",""
"2619 S Woodlands Village Blvd Suite #650"," Flagstaff","AZ","86001",464,"USCGeocoder",187.4556,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1770293,-111.668542,"Exact","","","","2619","","S","WOODLANDS VILLAGE","BLVD","","STE","#650","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"360 W Forest Meadows St"," Flagstaff","AZ","86001",465,"USCGeocoder",187.5352,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1791738,-111.662584,"Exact","","","","360","","W","FOREST MEADOWS","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"522 E Rte 66"," Flagstaff","AZ","86001",466,"USCGeocoder",187.4799,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1958357,-111.6432477,"Exact","","","RT","522","","E","66","","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"413 N San Francisco St"," Flagstaff","AZ","86001",467,"USCGeocoder",171.7183,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2012565,-111.6462732,"Exact","","","","413","","N","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"119 W Phoenix Ave"," Flagstaff","AZ","86001",468,"USCGeocoder",187.4201,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1969379,-111.6516387,"Exact","","","","119","","W","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"19 W Phoenix Ave"," Flagstaff","AZ","86001",469,"USCGeocoder",171.8563,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1966988,-111.6505008,"Exact","","","","19","","W","PHOENIX","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"103 N Leroux St"," Flagstaff","AZ","86001",470,"USCGeocoder",171.8835,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1987376,-111.6487262,"Exact","","","","103","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2220 E W Rte 66"," Flagstaff","AZ","86004",471,"USCGeocoder",187.4836,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2038656,-111.6154284,"Relaxed","","","RT","2220","","E W","66","","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"110 S San Francisco St"," Flagstaff","AZ","86001",472,"USCGeocoder",172.2439,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1950096,-111.648978,"Exact","","","","110","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2 Beaver St"," Flagstaff","AZ","86001",473,"USCGeocoder",187.4926,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1971699,-111.6504618,"Relaxed","","","","2","","","BEAVER","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2500 S Woodlands Village Blvd #8"," Flagstaff","AZ","86001",474,"USCGeocoder",187.3057,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1780371,-111.6680942,"Exact","","","","2500","","S","WOODLANDS VILLAGE","BLVD","","UNIT","#8","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"14 Beaver St"," Flagstaff","AZ","86001",475,"USCGeocoder",171.8639,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1963211,-111.6508028,"Relaxed","","","","14","","","BEAVER","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"409 S San Francisco St"," Flagstaff","AZ","86001",476,"USCGeocoder",171.8805,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1923208,-111.6504433,"Exact","","","","409","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1800 S Milton Rd"," Flagstaff","AZ","86001",477,"USCGeocoder",171.829,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1829672,-111.6611679,"Exact","","","","1800","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"117 N Beaver St A"," Flagstaff","AZ","86001",478,"USCGeocoder",171.87,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.199469,-111.649623,"Exact","","","","117","","N","BEAVER","ST","","UNIT","A","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"103 W Birch Ave"," Flagstaff","AZ","86001",479,"USCGeocoder",203.0498,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1997499,-111.649677,"Exact","","","","103","","W","BIRCH","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"111 E Aspen Ave"," Flagstaff","AZ","86001",480,"USCGeocoder",171.8981,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1979124,-111.6472155,"Exact","","","","111","","E","ASPEN","AVE","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"101 S San Francisco St"," Flagstaff","AZ","86001",481,"USCGeocoder",171.7668,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1952937,-111.6490695,"Exact","","","","101","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"320 Regent St"," Flagstaff","AZ","86001",482,"USCGeocoder",156.2661,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1915515,-111.6417381,"Relaxed","","","","320","","","REGENT","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1500 South Riordan Ranch Street"," Flagstaff","AZ","86001",483,"USCGeocoder",171.8738,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1864606,-111.6599146,"Exact","","","","1500","","S","RIORDAN RANCH","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1300 S Milton Rd"," Flagstaff","AZ","86001",484,"USCGeocoder",171.8695,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.187664,-111.6613141,"Exact","","","","1300","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1312 S Plaza Way"," Flagstaff","AZ","86001",485,"USCGeocoder",187.5002,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1873989,-111.6634614,"Exact","","","","1312","","S","PLAZA","WAY","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1435 S Milton Rd"," Flagstaff","AZ","86001",486,"USCGeocoder",171.8677,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1863958,-111.6617082,"Exact","","","","1435","","S","MILTON","RD","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"2200 E Butler Ave"," Flagstaff","AZ","86004",487,"USCGeocoder",171.8662,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1923654,-111.6242971,"Exact","","","","2200","","E","BUTLER","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"2515 East Butler Avenue"," Flagstaff","AZ","86004",488,"USCGeocoder",171.8816,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.191559,-111.6197422,"Exact","","","","2515","","E","BUTLER","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"601 Piccadilly Dr #55"," Flagstaff","AZ","86001",489,"USCGeocoder",203.214,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1912551,-111.6429835,"Relaxed","","","","601","","","PICCADILLY","DR","","UNIT","#55","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"1500 E Cedar Ave"," Flagstaff","AZ","86004",490,"USCGeocoder",172.0013,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2182007,-111.6211394,"Exact","","","","1500","","E","CEDAR","AVE","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"2400 Historic Rte 66"," Flagstaff","AZ","86004",491,"USCGeocoder",78.2313,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1975839801.30042","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",35.3876221932077,-111.384798297143,"Relaxed;Soundex","","","","2400","","","HISTORIC","RTE","","UNIT","66","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"4366 E Huntington Dr"," Flagstaff","AZ","86004",492,"USCGeocoder",156.2152,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2185747,-111.5862801,"Exact","","","","4366","","E","HUNTINGTON","DR","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"8500 US-89"," Flagstaff","AZ","86004",493,"USCGeocoder",31.4369,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","368.804705308517","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",35.265076189134,-111.547673213644,"Exact","","","US","8500","","","89","","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"980 N Country Club Dr"," Flagstaff","AZ","86004",494,"USCGeocoder",171.7457,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.21432,-111.5793985,"Exact","","","","980","","N","COUNTRY CLUB","DR","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"5200 E Cortland Blvd"," Flagstaff","AZ","86004",495,"USCGeocoder",203.2764,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.2123599,-111.5764441,"Exact","","","","5200","","E","CORTLAND","BLVD","","","","","","Flagstaff","AZ","86004","","","","","","","","","","",""
"3951 N State Rte 89A"," Sedona","AZ","86336",496,"USCGeocoder",62.4969,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3991.4593774667","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",34.8741109006508,-111.755791237833,"Relaxed","","","RT","3951","","N","89A","","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"320 N State Rte 89A"," Sedona","AZ","86336",497,"USCGeocoder",31.0946,1,"4.1","","","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","710.328369559953","LinearInterpolationAddressRange","StreetSegment","97.9289940828402","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","1",34.8771422100389,-111.752459293087,"Relaxed","","","RT","320","","N","89A","","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"525 Boynton Canyon Road"," Sedona","AZ","86336",498,"USCGeocoder",15.7828,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","223.012598186731","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",34.9139645556007,-111.852705957091,"Relaxed","","","","525","","","BOYNTON CANYON","RD","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"525 Boynton Canyon Rd"," Sedona","AZ","86336",499,"USCGeocoder",15.6262,1,"4.1","","","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","223.012598186731","ArealInterpolationGeometricCentroid","Parcel","96","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","1",34.9139645556007,-111.852705957091,"Relaxed","","","","525","","","BOYNTON CANYON","RD","","","","","","Sedona","AZ","86336","","","","","","","","","","",""
"1855 Arizona 89A"," Sedona","AZ","86336",500,"USCGeocoder",78.2181,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","584626901.876792","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",34.8942696077228,-111.874294525021,"Relaxed;Soundex","","","","1855","","","ARIZONA","","","UNIT","89A","","","Sedona","AZ","86336","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",501,"USCGeocoder",171.8631,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"12 S Mikes Pike St"," Flagstaff","AZ","86001",502,"USCGeocoder",78.2116,1,"4.1","","","09","AddressZIPCentroid","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","2302313320.55422","ArealInterpolationGeometricCentroid","ZCTA","60","FeatureClassBased","ReturnAll","","ZCTACentroid","","","1",35.2894068826597,-111.637740931956,"Relaxed;Soundex","","","","12","","S","MIKES PIKE","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"120 N Leroux St"," Flagstaff","AZ","86001",503,"USCGeocoder",171.8781,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1991384,-111.6482982,"Exact","","","","120","","N","LEROUX","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"6 E Route 66"," Flagstaff","AZ","86001",504,"USCGeocoder",187.473,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1975636,-111.6488263,"Exact","","","RT","6","","E","66","","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"11 Beaver St #1"," Flagstaff","AZ","86001",505,"USCGeocoder",187.4864,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","95.8579881656805","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1964291,-111.6509703,"Relaxed","","","","11","","","BEAVER","ST","","UNIT","#1","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"16 N San Francisco St"," Flagstaff","AZ","86001",506,"USCGeocoder",156.2434,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.1977532,-111.6476986,"Exact","","","","16","","N","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"34 S San Francisco St"," Flagstaff","AZ","86001",507,"USCGeocoder",156.2507,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195685,-111.6486708,"Exact","","","","34","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
"52 S San Francisco St"," Flagstaff","AZ","86001",508,"USCGeocoder",156.2487,1,"4.1","","","00","AddressPoint","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","0","ArealInterpolationGeometricCentroid","Parcel","100","FeatureClassBased","ReturnAll","","AddressPoint","","","1",35.195475,-111.648768,"Exact","","","","52","","S","SAN FRANCISCO","ST","","","","","","Flagstaff","AZ","86001","","","","","","","","","","",""
